user_id	item_id	time
1741	3629	2018-01-03 15:39:29.094
5420	14562	2018-01-03 16:12:46.815
5420	3454	2018-01-03 16:14:17.427
5420	5403	2018-01-03 16:16:43.267
5420	3491	2018-01-03 16:18:53.914
916	4025	2018-01-03 17:13:02.231
4894	8708	2018-01-03 18:19:06.835
5080	2705	2018-01-03 21:06:18.238
3872	3774	2018-01-04 05:03:40.676
3872	1303	2018-01-04 05:07:06.106
3872	14273	2018-01-04 05:15:14.512
3872	2828	2018-01-04 05:16:55.559
3872	3683	2018-01-04 05:34:40.761
4057	14413	2018-01-04 05:44:18.737
4680	828	2018-01-04 07:04:33.675
613	2062	2018-01-04 07:31:01.132
1197	8106	2018-01-04 08:57:53.441
4965	3437	2018-01-04 12:25:06.500
4965	2426	2018-01-04 12:26:39.625
4500	1737	2018-01-04 12:48:56.923
724	4552	2018-01-04 18:36:11.976
1451	454	2018-01-04 20:32:44.816
1451	1698	2018-01-04 20:32:54.570
1451	1722	2018-01-04 20:33:03.096
1451	1563	2018-01-04 20:34:03.185
1451	1289	2018-01-04 20:34:09.999
655	4142	2018-01-04 20:36:17.184
2669	874	2018-01-04 20:40:06.558
2669	3001	2018-01-04 20:49:32.354
2669	3070	2018-01-04 21:04:18.923
2669	6410	2018-01-04 21:22:19.902
1053	4186	2018-01-04 22:32:42.105
5468	5384	2018-01-05 03:10:24.744
5468	8718	2018-01-05 03:17:50.042
5468	3764	2018-01-05 03:27:28.184
5468	3649	2018-01-05 03:31:02.938
5468	3585	2018-01-05 03:43:03.508
5468	4151	2018-01-05 03:44:12.020
5468	8708	2018-01-05 03:45:18.363
5468	3491	2018-01-05 03:47:10.544
5468	8710	2018-01-05 03:48:09.774
1004	4498	2018-01-05 03:49:40.238
2269	3133	2018-01-05 07:06:19.563
3469	6680	2018-01-05 09:55:29.850
3469	3001	2018-01-05 09:57:09.336
3469	4524	2018-01-05 09:57:18.167
3469	7091	2018-01-05 09:57:28.673
3469	3964	2018-01-05 09:58:06.013
3540	4653	2018-01-05 10:12:58.948
3482	4209	2018-01-05 13:27:53.613
5306	4467	2018-01-05 13:56:24.020
5306	3491	2018-01-05 13:58:04.564
3204	2797	2018-01-05 14:01:44.207
1299	7775	2018-01-05 15:22:42.051
721	4501	2018-01-05 17:05:55.151
855	4549	2018-01-05 19:01:04.307
5279	454	2018-01-05 19:08:57.034
1301	1200	2018-01-05 20:22:06.035
2705	4633	2018-01-05 23:19:51.827
2501	79	2018-01-05 23:28:41.635
722	2331	2018-01-05 23:56:07.221
4769	2386	2018-01-06 00:05:20.060
4769	3033	2018-01-06 00:05:25.117
4807	11614	2018-01-06 00:49:13.236
681	3800	2018-01-06 01:20:36.894
681	7887	2018-01-06 01:27:10.498
799	8718	2018-01-06 01:30:33.301
681	588	2018-01-06 01:33:35.319
684	1116	2018-01-06 02:38:32.584
684	1522	2018-01-06 02:39:17.961
684	7861	2018-01-06 02:40:54.405
684	2304	2018-01-06 02:41:10.168
684	2346	2018-01-06 02:41:21.621
684	2243	2018-01-06 02:42:04.214
684	1535	2018-01-06 02:43:08.390
684	7843	2018-01-06 02:44:19.597
3121	3033	2018-01-06 02:53:48.963
4218	4063	2018-01-06 04:18:35.678
3266	6644	2018-01-06 05:30:19.729
4680	4403	2018-01-06 05:51:38.323
3759	3026	2018-01-06 07:13:03.126
4136	4502	2018-01-06 09:14:48.433
2062	4175	2018-01-06 15:25:22.334
332	3884	2018-01-06 17:41:14.887
332	9956	2018-01-06 17:41:32.874
332	9958	2018-01-06 17:41:45.815
332	9955	2018-01-06 17:41:59.133
332	3881	2018-01-06 17:42:14.029
332	5385	2018-01-06 17:42:24.871
332	681	2018-01-06 17:44:54.346
332	4487	2018-01-06 17:45:10.865
332	429	2018-01-06 17:45:19.843
3187	3309	2018-01-06 18:14:00.940
3187	3091	2018-01-06 18:14:52.148
3187	3647	2018-01-06 18:16:16.843
3187	2569	2018-01-06 18:17:13.298
3187	2833	2018-01-06 18:24:25.164
5021	8166	2018-01-06 19:41:49.711
1036	4182	2018-01-07 03:37:33.445
4864	3944	2018-01-07 03:37:57.863
2913	4258	2018-01-07 05:34:21.238
3479	4524	2018-01-07 06:10:47.198
3479	2344	2018-01-07 06:11:43.342
5012	2375	2018-01-07 12:52:08.496
5012	4549	2018-01-07 12:55:51.114
3577	3873	2018-01-07 14:17:39.897
4949	4092	2018-01-07 14:39:58.361
2107	6098	2018-01-07 18:17:05.536
2107	2375	2018-01-07 18:19:36.543
2107	2052	2018-01-07 18:19:39.397
2107	2221	2018-01-07 18:20:21.873
2107	3647	2018-01-07 18:22:59.053
2107	3302	2018-01-07 18:23:04.037
963	9956	2018-01-07 19:01:53.463
963	9958	2018-01-07 19:01:59.496
963	9955	2018-01-07 19:02:01.175
963	3881	2018-01-07 19:02:04.446
963	3037	2018-01-07 19:03:12.454
963	4370	2018-01-07 19:05:53.296
963	3086	2018-01-07 19:06:01.992
963	3087	2018-01-07 19:06:04.982
963	6680	2018-01-07 19:07:25.823
963	3069	2018-01-07 19:07:37.199
963	6644	2018-01-07 19:09:05.389
963	11111	2018-01-07 19:09:41.921
963	5386	2018-01-07 19:10:50.879
963	3764	2018-01-07 19:13:21.572
963	3011	2018-01-07 19:13:55.929
963	3797	2018-01-07 19:14:29.241
963	4084	2018-01-07 19:14:51.330
963	2086	2018-01-07 19:15:31.167
963	4549	2018-01-07 19:16:02.790
963	3490	2018-01-07 19:17:17.600
963	4691	2018-01-07 19:20:41.688
963	5403	2018-01-07 19:21:33.575
963	3572	2018-01-07 19:23:07.680
963	3433	2018-01-07 19:23:59.717
963	7091	2018-01-07 19:25:39.681
963	4003	2018-01-07 19:27:39.007
963	3810	2018-01-07 19:27:45.348
963	3988	2018-01-07 19:27:49.136
963	5010	2018-01-07 19:30:30.964
963	4524	2018-01-07 19:31:27.957
3877	4208	2018-01-07 19:46:49.667
1003	4309	2018-01-08 01:31:49.166
904	3707	2018-01-08 05:45:18.960
3473	3870	2018-01-08 06:16:09.980
4828	7775	2018-01-08 06:36:35.572
4	3331	2018-01-08 11:33:47.130
4	3372	2018-01-08 11:35:57.700
610	4628	2018-01-08 14:10:35.153
4925	2205	2018-01-08 14:22:30.471
5121	2911	2018-01-08 14:23:57.849
4598	5981	2018-01-08 17:41:56.031
2014	4069	2018-01-08 18:08:01.875
2014	3804	2018-01-08 18:08:08.816
2014	3412	2018-01-08 18:08:25.408
2014	3034	2018-01-08 18:08:39.471
2014	9832	2018-01-08 18:09:22.273
1763	8009	2018-01-08 18:55:57.311
1433	1415	2018-01-08 18:58:08.534
1433	1356	2018-01-08 18:58:57.095
362	4014	2018-01-08 19:02:14.848
655	1627	2018-01-08 21:10:17.287
406	6624	2018-01-08 21:42:14.612
722	1614	2018-01-08 21:52:34.903
4295	3485	2018-01-08 22:06:59.868
4667	3898	2018-01-08 22:30:51.581
3698	2636	2018-01-09 01:23:48.546
3698	2818	2018-01-09 01:24:46.598
3698	3139	2018-01-09 01:25:03.263
4931	3407	2018-01-09 01:50:12.013
4931	2393	2018-01-09 01:50:28.087
4931	2582	2018-01-09 01:53:05.675
4931	1303	2018-01-09 01:54:41.930
1026	4709	2018-01-09 01:55:56.834
4864	8710	2018-01-09 03:06:34.174
4182	4285	2018-01-09 03:58:29.761
4998	269	2018-01-09 04:20:24.409
5296	5770	2018-01-09 04:38:53.647
5296	2901	2018-01-09 04:42:03.531
4222	4552	2018-01-09 05:23:02.017
4222	6961	2018-01-09 05:23:29.033
4222	3858	2018-01-09 05:23:58.431
4222	7141	2018-01-09 05:25:08.904
4222	8710	2018-01-09 05:25:15.661
4222	9578	2018-01-09 05:25:48.170
4222	3683	2018-01-09 05:26:03.612
4222	3452	2018-01-09 05:26:23.120
4222	3549	2018-01-09 05:26:42.528
4222	8166	2018-01-09 05:26:48.519
4222	3302	2018-01-09 05:27:08.919
4222	3647	2018-01-09 05:27:14.082
4222	3567	2018-01-09 05:27:32.617
4222	2991	2018-01-09 05:28:37.228
4222	2852	2018-01-09 05:29:35.334
4222	6822	2018-01-09 05:31:26.201
5150	8019	2018-01-09 07:31:55.672
3131	9720	2018-01-09 07:41:48.150
5150	2240	2018-01-09 07:49:42.619
5150	2133	2018-01-09 07:53:18.052
5150	1531	2018-01-09 07:56:17.562
5150	1482	2018-01-09 08:30:02.511
5150	3114	2018-01-09 08:33:24.681
5150	3585	2018-01-09 08:37:18.907
5150	3034	2018-01-09 08:52:58.803
5150	3721	2018-01-09 09:02:49.780
5150	8708	2018-01-09 09:05:41.388
4358	14273	2018-01-09 11:36:11.633
4386	4091	2018-01-09 13:16:49.736
4386	4083	2018-01-09 13:17:14.969
4493	6624	2018-01-09 16:14:08.353
1301	13389	2018-01-09 17:03:53.599
5246	4521	2018-01-09 17:28:11.902
249	12051	2018-01-09 17:46:05.474
42	8708	2018-01-09 18:16:01.678
899	4554	2018-01-09 18:24:12.408
2365	3695	2018-01-09 19:35:17.401
3655	3999	2018-01-09 21:06:01.684
3655	3964	2018-01-09 21:11:21.359
3655	3295	2018-01-09 21:15:06.555
3655	3720	2018-01-09 21:15:58.630
3655	8708	2018-01-09 21:18:42.501
3655	3491	2018-01-09 21:20:34.075
3655	3302	2018-01-09 21:21:37.493
3655	3647	2018-01-09 21:22:11.613
2014	4323	2018-01-09 22:40:18.676
4411	2767	2018-01-09 22:43:59.711
4411	2724	2018-01-09 22:52:32.132
4411	6795	2018-01-09 22:53:07.110
4411	2789	2018-01-09 22:54:18.022
4411	2842	2018-01-09 22:56:06.519
4411	2469	2018-01-09 23:00:55.238
4411	1559	2018-01-09 23:13:42.063
4411	2289	2018-01-09 23:16:23.656
4411	1247	2018-01-09 23:18:11.672
4894	1617	2018-01-10 01:03:33.957
5301	3957	2018-01-10 02:01:42.423
1953	2525	2018-01-10 02:07:20.150
1953	2553	2018-01-10 02:07:29.103
1953	2116	2018-01-10 02:07:40.441
1953	2115	2018-01-10 02:07:54.273
1953	2114	2018-01-10 02:08:10.808
1953	2373	2018-01-10 02:08:33.573
1953	2423	2018-01-10 02:08:56.014
1953	2030	2018-01-10 02:09:14.150
3132	14284	2018-01-10 02:12:24.260
4219	4403	2018-01-10 03:18:48.658
3922	4691	2018-01-10 03:18:53.300
2323	1707	2018-01-10 03:26:42.359
2137	12857	2018-01-10 03:30:06.075
2323	3980	2018-01-10 03:30:12.178
2323	3964	2018-01-10 03:30:46.429
2323	8708	2018-01-10 03:31:39.625
2323	8718	2018-01-10 03:32:01.895
4100	4521	2018-01-10 12:24:58.215
3486	3999	2018-01-10 15:47:38.224
3934	1927	2018-01-10 16:48:35.674
1324	9832	2018-01-10 19:03:50.586
1324	3933	2018-01-10 19:04:51.377
1324	6406	2018-01-10 19:05:10.974
1324	4092	2018-01-10 19:05:44.643
1324	4658	2018-01-10 19:07:12.606
1324	4538	2018-01-10 19:07:34.763
1324	3491	2018-01-10 19:07:56.285
2694	2395	2018-01-10 21:26:29.224
3247	1034	2018-01-10 21:29:12.382
3247	2020	2018-01-10 21:50:10.218
3247	1785	2018-01-10 21:50:13.465
3247	438	2018-01-10 21:50:16.058
3247	1287	2018-01-10 21:50:18.314
5399	3198	2018-01-11 00:21:07.143
5399	3891	2018-01-11 00:21:56.771
2790	2205	2018-01-11 02:13:10.500
4694	3882	2018-01-11 02:48:00.561
4694	3999	2018-01-11 02:48:27.710
4694	9956	2018-01-11 02:49:28.393
4694	9958	2018-01-11 02:49:30.090
630	4709	2018-01-11 03:54:54.461
630	1930	2018-01-11 03:56:36.933
2790	10283	2018-01-11 04:34:33.319
2790	6696	2018-01-11 04:40:38.850
4386	3884	2018-01-11 12:30:24.853
218	6961	2018-01-11 14:33:05.473
5003	2641	2018-01-11 14:54:54.823
610	3791	2018-01-11 15:26:37.716
3990	1772	2018-01-11 17:36:55.264
3990	1612	2018-01-11 17:38:16.998
3990	507	2018-01-11 17:40:16.308
4709	4216	2018-01-11 17:58:19.728
4709	4026	2018-01-11 18:31:24.858
974	2417	2018-01-11 18:35:10.979
3543	3685	2018-01-11 18:56:26.653
4111	3685	2018-01-11 18:57:22.130
256	4504	2018-01-11 19:17:37.952
256	2674	2018-01-11 19:23:52.426
3141	3999	2018-01-11 19:38:52.575
3141	3205	2018-01-11 19:40:28.676
3141	1242	2018-01-11 19:41:33.516
3141	2769	2018-01-11 19:42:29.865
5296	2679	2018-01-11 21:56:45.042
1180	4004	2018-01-11 22:14:54.380
444	3495	2018-01-12 00:18:19.827
1979	4395	2018-01-12 01:05:06.451
4609	6822	2018-01-12 01:44:55.330
4609	1377	2018-01-12 01:46:31.529
4609	3098	2018-01-12 01:47:14.359
4609	3999	2018-01-12 01:50:44.666
3271	4699	2018-01-12 01:52:23.783
1499	2430	2018-01-12 04:03:07.591
1971	4635	2018-01-12 05:24:07.507
5073	8009	2018-01-12 06:48:36.084
2867	3570	2018-01-12 07:02:58.707
2319	2086	2018-01-12 09:01:20.899
2043	6429	2018-01-12 12:24:26.436
2043	2392	2018-01-12 12:25:06.503
3916	3491	2018-01-12 14:20:48.374
3916	4100	2018-01-12 14:23:25.743
2852	1872	2018-01-12 15:41:04.634
1234	4302	2018-01-12 15:42:00.378
1800	14447	2018-01-12 17:11:54.047
579	7870	2018-01-12 18:38:45.937
579	4592	2018-01-12 18:40:57.056
579	3517	2018-01-12 18:45:33.799
579	7091	2018-01-12 18:46:28.352
579	2086	2018-01-12 18:47:17.323
579	4538	2018-01-12 18:53:21.773
579	8708	2018-01-12 18:54:05.948
579	8710	2018-01-12 18:57:21.007
579	4337	2018-01-12 19:01:38.203
579	2106	2018-01-12 19:02:53.026
579	3864	2018-01-12 19:08:03.315
406	469	2018-01-12 19:08:54.579
579	4139	2018-01-12 19:08:58.363
406	674	2018-01-12 19:09:16.252
406	811	2018-01-12 19:09:30.733
579	4816	2018-01-12 19:10:57.391
579	4081	2018-01-12 19:12:04.496
579	5098	2018-01-12 19:15:13.989
579	3386	2018-01-12 19:16:59.993
579	9578	2018-01-12 19:18:21.826
579	3441	2018-01-12 19:21:46.234
579	3491	2018-01-12 19:23:05.813
579	737	2018-01-12 19:28:55.991
4172	1406	2018-01-12 20:20:10.593
613	2753	2018-01-12 20:34:50.047
613	2792	2018-01-12 20:51:01.511
3030	4758	2018-01-12 21:42:37.668
718	2986	2018-01-12 22:18:36.747
3674	5384	2018-01-12 23:42:26.464
5063	9958	2018-01-13 02:50:56.670
5063	9956	2018-01-13 02:51:02.641
5063	3884	2018-01-13 02:51:07.601
5063	4007	2018-01-13 02:51:13.639
5063	9955	2018-01-13 02:51:18.193
5063	3882	2018-01-13 02:51:23.453
5063	3881	2018-01-13 02:51:30.629
5063	6803	2018-01-13 02:51:37.716
5063	3988	2018-01-13 02:52:01.305
5063	6788	2018-01-13 02:52:16.328
5063	3402	2018-01-13 02:52:22.911
5063	4083	2018-01-13 02:52:46.798
5063	4091	2018-01-13 02:52:52.402
2908	3851	2018-01-13 04:05:41.593
1281	726	2018-01-13 04:07:19.218
4474	3838	2018-01-13 04:19:09.578
2952	1019	2018-01-13 04:26:59.843
1281	725	2018-01-13 04:30:46.833
3271	4498	2018-01-13 09:49:41.245
2692	8215	2018-01-13 10:55:42.722
2043	4802	2018-01-13 12:01:51.178
2043	3873	2018-01-13 12:02:59.523
4614	3919	2018-01-13 15:40:00.953
4614	1219	2018-01-13 15:44:27.863
3703	3408	2018-01-13 16:10:31.994
1692	4709	2018-01-13 17:32:44.284
1692	9912	2018-01-13 17:32:54.474
1692	6864	2018-01-13 17:33:09.719
1692	2569	2018-01-13 17:35:35.298
2428	7467	2018-01-13 18:46:08.297
2428	2801	2018-01-13 18:58:18.312
2766	8106	2018-01-13 19:01:16.347
2428	8718	2018-01-13 19:06:10.370
2428	3491	2018-01-13 19:06:33.320
3540	7785	2018-01-13 19:24:44.940
2428	3015	2018-01-13 19:33:53.283
2428	3400	2018-01-13 19:42:31.830
2428	5403	2018-01-13 19:59:49.824
2428	1947	2018-01-13 21:07:28.371
2428	1417	2018-01-13 21:12:45.555
4459	6293	2018-01-13 22:04:27.907
4048	3079	2018-01-13 22:18:51.350
4048	4416	2018-01-13 22:19:04.145
4048	3535	2018-01-13 22:19:10.536
4423	6806	2018-01-13 22:20:49.293
4048	8021	2018-01-13 22:21:09.061
4048	3625	2018-01-13 22:21:16.005
4048	2431	2018-01-13 22:21:40.716
4048	4709	2018-01-13 22:22:19.453
4423	2200	2018-01-13 22:22:32.856
4423	1768	2018-01-13 22:24:36.535
4048	3804	2018-01-13 22:25:29.123
4048	1767	2018-01-13 22:25:46.709
4048	1535	2018-01-13 22:25:52.786
4048	1386	2018-01-13 22:25:58.228
4423	2933	2018-01-13 22:27:41.581
4048	2200	2018-01-13 22:27:53.997
4048	7845	2018-01-13 22:27:59.798
3817	4383	2018-01-14 00:01:46.825
687	3883	2018-01-14 00:27:29.445
687	9958	2018-01-14 00:27:34.220
687	9956	2018-01-14 00:27:39.390
687	9955	2018-01-14 00:27:44.305
687	3881	2018-01-14 00:28:04.821
687	3488	2018-01-14 00:29:36.312
687	3526	2018-01-14 00:29:44.583
687	3460	2018-01-14 00:29:49.310
687	3486	2018-01-14 00:29:53.766
687	3504	2018-01-14 00:29:57.874
687	4538	2018-01-14 00:30:11.280
4513	3400	2018-01-14 00:41:07.611
4513	4802	2018-01-14 00:44:21.225
3879	5207	2018-01-14 01:39:24.213
673	9698	2018-01-14 02:30:27.712
673	3491	2018-01-14 02:32:59.752
732	7113	2018-01-14 07:48:50.029
732	1675	2018-01-14 07:51:47.926
3674	6680	2018-01-14 10:48:53.454
3674	4370	2018-01-14 10:50:21.869
2043	6432	2018-01-14 11:59:43.739
2043	4309	2018-01-14 12:02:11.110
2043	4004	2018-01-14 12:04:35.580
2038	793	2018-01-14 14:09:33.685
2038	659	2018-01-14 14:09:48.127
2038	720	2018-01-14 14:09:56.815
962	3873	2018-01-14 14:21:28.815
403	531	2018-01-14 15:16:04.407
3992	2437	2018-01-14 15:57:52.623
3992	2687	2018-01-14 15:58:38.655
459	4692	2018-01-14 19:49:15.206
5164	3880	2018-01-14 19:55:20.345
5164	3302	2018-01-14 20:05:36.964
5164	3647	2018-01-14 20:07:02.222
5164	2330	2018-01-14 20:12:53.128
5164	990	2018-01-14 20:22:54.102
5164	1185	2018-01-14 20:24:24.285
5164	4524	2018-01-14 20:24:54.989
5164	3641	2018-01-14 20:41:48.136
1299	3873	2018-01-14 20:45:21.600
2955	8259	2018-01-14 20:49:20.862
3330	3033	2018-01-15 01:31:00.154
3330	1780	2018-01-15 01:31:44.867
5024	5207	2018-01-15 02:11:59.787
3759	3003	2018-01-15 03:11:30.619
3759	2457	2018-01-15 03:39:50.291
3180	1739	2018-01-15 04:05:13.735
1557	869	2018-01-15 04:16:14.049
3988	2758	2018-01-15 06:44:15.722
3988	3999	2018-01-15 06:52:18.964
3988	3719	2018-01-15 06:55:47.037
15	9716	2018-01-15 09:27:59.120
15	9690	2018-01-15 09:35:52.434
15	2244	2018-01-15 09:36:35.892
15	3683	2018-01-15 09:40:56.401
15	2857	2018-01-15 09:41:58.773
15	2609	2018-01-15 09:42:40.755
1975	5403	2018-01-15 15:29:15.270
3922	8910	2018-01-15 16:08:18.005
5415	3567	2018-01-15 17:43:37.948
4172	1754	2018-01-15 18:41:08.157
1397	8021	2018-01-15 19:09:37.472
121	3607	2018-01-15 19:35:14.912
5242	3221	2018-01-15 20:18:48.047
121	9832	2018-01-15 20:28:19.347
4319	7128	2018-01-15 22:26:25.367
4319	8023	2018-01-15 22:27:14.041
4715	1880	2018-01-16 02:16:22.815
3411	1024	2018-01-16 03:13:06.289
2833	6293	2018-01-16 07:25:11.990
2833	3998	2018-01-16 07:30:16.815
2833	5358	2018-01-16 07:30:56.457
3244	1915	2018-01-16 17:13:40.368
3631	3241	2018-01-16 18:58:42.399
4500	2416	2018-01-16 21:06:30.765
3692	1354	2018-01-16 21:52:08.903
3692	1948	2018-01-16 22:16:49.989
717	460	2018-01-16 23:10:28.527
3857	3590	2018-01-16 23:19:32.193
3070	4315	2018-01-16 23:33:00.725
1264	181	2018-01-16 23:53:55.078
2298	8166	2018-01-17 03:53:15.622
2034	3967	2018-01-17 03:53:51.325
1264	3625	2018-01-17 06:30:58.337
349	3791	2018-01-17 09:27:23.037
349	3052	2018-01-17 09:28:52.493
2842	3064	2018-01-17 12:35:54.820
2842	3542	2018-01-17 12:36:26.123
2842	14562	2018-01-17 12:37:08.637
392	13536	2018-01-17 13:33:52.034
3988	8166	2018-01-17 13:51:26.028
2092	818	2018-01-17 14:50:53.100
16	4558	2018-01-17 15:08:15.338
2055	4443	2018-01-17 15:54:37.422
2055	3472	2018-01-17 15:58:42.037
2055	3557	2018-01-17 16:01:27.457
2055	2108	2018-01-17 16:02:13.848
2055	1715	2018-01-17 16:02:58.169
2790	4558	2018-01-17 16:19:56.451
1732	1947	2018-01-17 17:18:09.512
4943	4538	2018-01-17 19:55:23.655
4943	4758	2018-01-17 20:07:10.961
3770	3575	2018-01-17 21:09:56.390
775	4758	2018-01-17 21:14:07.858
1000	3491	2018-01-17 21:21:49.616
775	4402	2018-01-17 21:22:59.857
3581	4326	2018-01-17 23:24:51.775
3581	5922	2018-01-17 23:30:28.450
2084	3491	2018-01-17 23:42:51.871
3581	4802	2018-01-17 23:50:33.856
3581	9578	2018-01-17 23:57:34.624
3581	8215	2018-01-17 23:59:33.063
2358	4484	2018-01-18 00:00:25.882
4269	4362	2018-01-18 00:07:36.660
4269	3873	2018-01-18 00:08:17.811
4269	3811	2018-01-18 00:09:29.358
2984	1016	2018-01-18 00:28:52.965
2984	1085	2018-01-18 00:29:16.481
2984	12000	2018-01-18 00:29:54.623
2984	1997	2018-01-18 00:30:11.353
2984	6593	2018-01-18 00:30:44.628
2984	2134	2018-01-18 00:31:46.634
2984	1951	2018-01-18 00:31:58.593
2984	1676	2018-01-18 00:37:27.081
3593	4758	2018-01-18 01:05:44.170
3174	3033	2018-01-18 02:37:46.875
1212	4319	2018-01-18 02:46:16.328
1296	3855	2018-01-18 02:50:39.700
3633	1303	2018-01-18 13:49:19.066
1389	3999	2018-01-18 15:52:24.750
1389	2371	2018-01-18 15:52:58.991
1389	606	2018-01-18 16:00:41.061
1389	600	2018-01-18 16:00:49.285
4436	2135	2018-01-18 17:29:00.045
4436	2003	2018-01-18 17:30:44.515
4436	2020	2018-01-18 17:32:36.918
4436	1685	2018-01-18 17:32:55.602
1431	12051	2018-01-18 17:33:08.342
3766	3491	2018-01-18 18:05:53.038
4930	3873	2018-01-18 20:32:10.337
3101	3491	2018-01-18 20:35:53.921
3101	5329	2018-01-18 20:39:21.290
163	8258	2018-01-18 23:18:02.609
3800	1303	2018-01-19 00:33:23.337
2555	4758	2018-01-19 00:49:07.041
2555	6822	2018-01-19 00:49:52.042
988	2946	2018-01-19 01:04:11.323
988	3183	2018-01-19 01:04:29.250
988	2726	2018-01-19 01:04:45.804
5024	4209	2018-01-19 04:21:08.337
164	1032	2018-01-19 04:52:27.981
164	1496	2018-01-19 04:54:29.053
164	1692	2018-01-19 05:21:12.297
1467	1568	2018-01-19 06:28:10.664
1467	2917	2018-01-19 06:29:41.703
1467	5384	2018-01-19 06:30:03.914
5119	1376	2018-01-19 06:33:34.142
3201	2055	2018-01-19 06:50:44.855
3759	9912	2018-01-19 09:51:51.435
3101	8215	2018-01-19 15:04:17.665
4731	4256	2018-01-19 15:34:49.951
4731	9826	2018-01-19 15:40:12.327
1557	8011	2018-01-19 17:39:39.590
1557	777	2018-01-19 17:43:35.240
1557	2393	2018-01-19 17:44:20.727
1557	5249	2018-01-19 17:45:06.662
362	2925	2018-01-19 19:59:51.585
2657	8708	2018-01-19 21:04:26.382
2657	1302	2018-01-19 21:08:19.188
2657	3141	2018-01-19 21:27:48.004
2657	434	2018-01-19 22:01:33.966
440	2042	2018-01-20 01:04:29.918
440	452	2018-01-20 01:05:10.494
1053	7091	2018-01-20 02:57:56.235
1053	3019	2018-01-20 03:05:38.285
1053	1861	2018-01-20 03:13:54.347
3968	4900	2018-01-20 06:08:43.377
5068	5403	2018-01-20 08:26:04.125
692	2196	2018-01-20 08:29:47.248
5068	3001	2018-01-20 08:30:49.295
3540	3856	2018-01-20 11:01:52.341
1052	6961	2018-01-20 14:46:09.386
1711	3686	2018-01-20 17:54:03.984
2766	4549	2018-01-20 18:16:26.036
4723	8012	2018-01-20 19:33:18.397
2790	1963	2018-01-20 22:27:26.597
1929	12080	2018-01-20 23:23:37.526
1963	3945	2018-01-21 00:27:20.669
2790	4493	2018-01-21 01:45:24.121
3234	3502	2018-01-21 04:14:53.781
2190	3625	2018-01-21 04:39:01.467
